Zeit;Kanal A
(s);(V)

-2,4542499;1,407173
-2,4541999;1,407173
-2,4541499;1,407173
-2,4540999;1,407173
-2,4540499;1,407173
-2,4539999;1,407173
-2,4539499;1,407173
-2,4538999;1,407173
-2,4538499;1,407173
-2,4537999;1,407173
-2,4537499;1,407173
-2,4536999;1,407173
-2,4536499;1,407173
-2,4535999;1,360267
-2,4535499;1,407173
-2,4534999;1,407173
-2,4534499;1,407173
-2,4533999;1,407173
-2,4533499;1,407173
-2,4532999;1,407173
-2,4532499;1,407173
-2,4531999;1,407173
-2,4531499;1,407173
-2,4530999;1,407173
-2,4530499;1,454078
-2,4529999;1,454078
-2,4529499;1,407173
-2,4528999;1,407173
-2,4528499;1,407173
-2,4527999;1,407173
-2,4527499;1,407173
-2,4526999;1,407173
-2,4526499;1,407173
-2,4525999;1,407173
-2,4525499;1,407173
-2,4524999;1,407173
-2,4524499;1,407173
-2,4523999;1,407173
-2,4523499;1,407173
-2,4522999;1,407173
-2,4522499;1,407173
-2,4521999;1,407173
-2,4521499;1,407173
-2,4520999;1,407173
-2,4520499;1,407173
-2,4519999;1,454078
-2,4519499;1,407173
-2,4518999;1,407173
-2,4518499;1,407173
-2,4517999;1,407173
-2,4517499;1,407173
-2,4516999;1,407173
-2,4516499;1,407173
-2,4515999;1,407173
-2,4515499;1,407173
-2,4514999;1,407173
-2,4514499;1,407173
-2,4513999;1,407173
-2,4513499;1,454078
-2,4512999;1,407173
-2,4512499;1,407173
-2,4511999;1,407173
-2,4511499;1,407173
-2,4510999;1,407173
-2,4510499;1,454078
-2,4509999;1,454078
-2,4509499;1,454078
-2,4508999;1,407173
-2,4508499;1,454078
-2,4507999;1,407173
-2,4507499;1,407173
-2,4506999;1,407173
-2,4506499;1,407173
-2,4505999;1,407173
-2,4505499;1,407173
-2,4504999;1,407173
-2,4504499;1,407173
-2,4503999;1,407173
-2,4503499;1,407173
-2,4502999;1,407173
-2,4502499;1,407173
-2,4501999;1,407173
-2,4501499;1,407173
-2,4500999;1,407173
-2,4500499;1,407173
-2,4499999;1,407173
-2,4499499;1,407173
-2,4498999;1,407173
-2,4498499;1,407173
-2,4497999;1,454078
-2,4497499;1,454078
-2,4496999;1,407173
-2,4496499;1,407173
-2,4495999;1,407173
-2,4495499;1,360267
-2,4494999;1,407173
-2,4494499;1,407173
-2,4493999;1,407173
-2,4493499;1,407173
-2,4492999;1,407173
-2,4492499;1,407173
-2,4491999;1,454078
-2,4491499;1,407173
-2,4490999;1,407173
-2,4490499;1,454078
-2,4489999;1,407173
-2,4489499;1,454078
-2,4488999;1,407173
-2,4488499;1,407173
-2,4487999;1,407173
-2,4487499;1,407173
-2,4486999;1,407173
-2,4486499;1,407173
-2,4485999;1,407173
-2,4485499;1,407173
-2,4484999;1,360267
-2,4484499;1,407173
-2,4483999;1,407173
-2,4483499;1,407173
-2,4482999;1,407173
-2,4482499;1,407173
-2,4481999;1,407173
-2,4481499;1,407173
-2,4480999;1,407173
-2,4480499;1,407173
-2,4479999;1,454078
-2,4479499;1,454078
-2,4478999;1,407173
-2,4478499;1,407173
-2,4477999;1,454078
-2,4477499;1,407173
-2,4476999;1,407173
-2,4476499;1,407173
-2,4475999;1,407173
-2,4475499;1,454078
-2,4474999;1,454078
-2,4474499;1,407173
-2,4473999;1,454078
-2,4473499;1,407173
-2,4472999;1,407173
-2,4472499;1,407173
-2,4471999;1,407173
-2,4471499;1,407173
-2,4470999;1,407173
-2,4470499;1,407173
-2,4469999;1,454078
-2,4469499;1,407173
-2,4468999;1,454078
-2,4468499;1,454078
-2,4467999;1,407173
-2,4467499;1,407173
-2,4466999;1,407173
-2,4466499;1,407173
-2,4465999;1,407173
-2,4465499;1,407173
-2,4464999;1,407173
-2,4464499;1,407173
-2,4463999;1,407173
-2,4463499;1,407173
-2,4462999;1,407173
-2,4462499;1,454078
-2,4461999;1,454078
-2,4461499;1,407173
-2,4460999;1,454078
-2,4460499;1,360267
-2,4459999;1,407173
-2,4459499;1,407173
-2,4458999;1,407173
-2,4458499;1,407173
-2,4457999;1,407173
-2,4457499;1,407173
-2,4456999;1,407173
-2,4456499;1,407173
-2,4455999;1,454078
-2,4455499;1,407173
-2,4454999;1,407173
-2,4454499;1,454078
-2,4453999;1,454078
-2,4453499;1,407173
-2,4452999;1,407173
-2,4452499;1,407173
-2,4451999;1,407173
-2,4451499;1,407173
-2,4450999;1,407173
-2,4450499;1,407173
-2,4449999;1,360267
-2,4449499;1,407173
-2,4448999;1,407173
-2,4448499;1,407173
-2,4447999;1,407173
-2,4447499;1,407173
-2,4446999;1,407173
-2,4446499;1,407173
-2,4445999;1,407173
-2,4445499;1,407173
-2,4444999;1,407173
-2,4444499;1,454078
-2,4443999;1,407173
-2,4443499;1,407173
-2,4442999;1,407173
-2,4442499;1,407173
-2,4441999;1,407173
-2,4441499;1,454078
-2,4440999;1,407173
-2,4440499;1,407173
-2,4439999;1,407173
-2,4439499;1,407173
-2,4438999;1,454078
-2,4438499;1,407173
-2,4437999;1,407173
-2,4437499;1,360267
-2,4436999;1,407173
-2,4436499;1,407173
-2,4435999;1,407173
-2,4435499;1,407173
-2,4434999;1,407173
-2,4434499;1,407173
-2,4433999;1,407173
-2,4433499;1,454078
-2,4432999;1,407173
-2,4432499;1,407173
-2,4431999;1,407173
-2,4431499;1,407173
-2,4430999;1,407173
-2,4430499;1,454078
-2,4429999;1,407173
-2,4429499;1,407173
-2,4428999;1,407173
-2,4428499;1,407173
-2,4427999;1,407173
-2,4427499;1,407173
-2,4426999;1,407173
-2,4426499;1,407173
-2,4425999;1,407173
-2,4425499;1,407173
-2,4424999;1,407173
-2,4424499;1,407173
-2,4423999;1,407173
-2,4423499;1,407173
-2,4422999;1,407173
