Zeit;Kanal A
(ms);(mV)

-20,99166582;2,03924700
-20,98666582;3,89271600
-20,98166582;3,15145200
-20,97666582;1,66830700
-20,97166582;3,15145200
-20,96666582;3,33661400
-20,96166582;2,96628900
-20,95666582;1,66830700
-20,95166582;1,66830700
-20,94666582;2,40957200
-20,94166582;1,66830700
-20,93666582;-0,92642710
-20,93166582;0,18516240
-20,92666582;-0,74126480
-20,92166582;-0,74126480
-20,91666582;0,00000000
-20,91166582;-0,18516240
-20,90666582;-0,92642710
-20,90166582;1,11220500
-20,89666582;0,37032480
-20,89166582;1,48314500
-20,88666582;2,03924700
-20,88166582;2,03924700
-20,87666582;1,48314500
-20,87166582;2,22440900
-20,86666582;1,85346900
-20,86166582;2,59534900
-20,85666582;2,40957200
-20,85166582;2,59534900
-20,84666582;3,15145200
-20,84166582;2,96628900
-20,83666582;3,15145200
-20,83166582;3,33661400
-20,82666582;2,59534900
-20,82166582;3,89271600
-20,81666582;3,70755400
-20,81166582;3,52239200
-20,80666582;3,89271600
-20,80166582;3,33661400
-20,79666582;4,07849400
-20,79166582;4,26365700
-20,78666582;3,89271600
-20,78166583;3,33661400
-20,77666583;3,52239200
-20,77166583;3,33661400
-20,76666583;2,40957200
-20,76166583;2,59534900
-20,75666583;2,22440900
-20,75166583;1,48314500
-20,74666583;2,40957200
-20,74166583;2,40957200
-20,73666583;1,29736700
-20,73166583;0,92642710
-20,72666583;0,92642710
-20,72166583;0,37032480
-20,71666583;0,74126480
-20,71166583;0,74126480
-20,70666583;-1,29736700
-20,70166583;0,37032480
-20,69666583;0,18516240
-20,69166583;-0,18516240
-20,68666583;0,00000000
-20,68166583;0,18516240
-20,67666583;0,00000000
-20,67166583;-0,18516240
-20,66666583;0,18516240
-20,66166583;0,00000000
-20,65666583;-0,18516240
-20,65166583;0,00000000
-20,64666583;0,00000000
-20,64166583;0,00000000
-20,63666583;0,00000000
-20,63166583;0,00000000
-20,62666583;0,00000000
-20,62166583;-0,37032480
-20,61666583;0,18516240
-20,61166583;0,55610230
-20,60666583;0,18516240
-20,60166583;0,18516240
-20,59666583;0,37032480
-20,59166583;0,55610230
-20,58666583;0,74126480
-20,58166583;0,74126480
-20,57666583;0,00000000
-20,57166583;0,55610230
-20,56666583;-0,18516240
-20,56166583;0,00000000
-20,55666583;-0,18516240
-20,55166583;0,18516240
-20,54666583;-0,55610230
-20,54166583;-0,92642710
-20,53666583;0,92642710
-20,53166583;0,18516240
-20,52666583;0,55610230
-20,52166583;0,18516240
-20,51666583;0,00000000
-20,51166583;0,37032480
-20,50666583;0,18516240
-20,50166583;-0,55610230
-20,49666583;-0,55610230
-20,49166583;-0,37032480
-20,48666583;-0,18516240
-20,48166583;-0,74126480
-20,47666583;0,18516240
-20,47166583;-0,92642710
-20,46666583;-0,55610230
-20,46166583;-1,66830700
-20,45666583;-1,29736700
-20,45166583;-1,85346900
-20,44666583;-2,40957200
-20,44166583;-2,22440900
-20,43666583;-3,33661400
-20,43166583;-3,70755400
-20,42666583;-3,70755400
-20,42166583;-4,63459600
-20,41666583;-4,63459600
-20,41166583;-5,19069900
-20,40666583;-5,00553600
-20,40166583;-5,00553600
-20,39666583;-4,81975800
-20,39166583;-4,63459600
-20,38666584;-3,15145200
-20,38166584;-3,15145200
-20,37666584;-1,85346900
-20,37166584;-1,48314500
-20,36666584;-0,74126480
-20,36166584;-0,74126480
-20,35666584;-0,55610230
-20,35166584;0,74126480
-20,34666584;0,00000000
-20,34166584;0,18516240
-20,33666584;-0,37032480
-20,33166584;-0,37032480
-20,32666584;-0,37032480
-20,32166584;-0,74126480
-20,31666584;-0,55610230
-20,31166584;-1,29736700
-20,30666584;-0,37032480
-20,30166584;0,18516240
-20,29666584;0,37032480
-20,29166584;0,74126480
-20,28666584;1,11220500
-20,28166584;1,11220500
-20,27666584;1,66830700
-20,27166584;2,40957200
